index	code_name	code_normal	sets_normal	sets_exceptional	sets_elite	uniques_normal	uniques_exceptional	uniques_elite
822	milabregas_orb		shield/steelclash	shield/steelclash	shield/steelclash			
823	milabregas_rod		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
824	milabregas_diadem		helmet/crown	helmet/crown	helmet/crown			
825	milabregas_robe		armor/victors_silk	armor/victors_silk	armor/victors_silk			
826	cathans_rule		staff/battle_staff	staff/battle_staff	staff/battle_staff			
827	cathans_mesh		armor/chain_mail	armor/chain_mail	armor/chain_mail			
828	cathans_visage		helmet/mask	helmet/mask	helmet/mask			
829	cathans_sigil		amulet/amulet	amulet/amulet	amulet/amulet			
830	cathans_seal		ring/ring	ring/ring	ring/ring			
831	tancreds_crowbill		axe/mindrend	axe/mindrend	axe/mindrend			
832	tancreds_spine		armor/goldskin	armor/goldskin	armor/goldskin			
833	tancreds_hobnails		boot/leather_boots	boot/leather_boots	boot/leather_boots			
834	tancreds_weird		amulet/amulet	amulet/amulet	amulet/amulet			
835	tancreds_skull		helmet/wormskull	helmet/wormskull	helmet/wormskull			
836	sigons_gage		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
837	sigons_visor		helmet/great_helm	helmet/great_helm	helmet/great_helm			
838	sigons_shelter		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
839	sigons_sabot		boot/plate_boots	boot/plate_boots	boot/plate_boots			
840	sigons_wrap		belt/girdle_h	belt/girdle_h	belt/girdle_h			
841	sigons_guard		shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep			
842	infernal_cranium		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
843	infernal_torch		wand/grim_wand	wand/grim_wand	wand/grim_wand			
844	infernal_sign		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
845	berserkers_headgear		helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory			
846	berserkers_hauberk		armor/splint_mail	armor/splint_mail	armor/splint_mail			
847	berserkers_hatchet		axe/double_axe	axe/double_axe	axe/double_axe			
848	deaths_hand		glove/gloves_l	glove/gloves_l	glove/gloves_l			
849	deaths_guard		belt/sash_l	belt/sash_l	belt/sash_l			
850	deaths_touch		sword/war_sword	sword/war_sword	sword/war_sword			
851	angelic_sickle		sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer			
852	angelic_mantle		armor/ring_mail	armor/ring_mail	armor/ring_mail			
853	angelic_halo		ring/ring	ring/ring	ring/ring			
854	angelic_wings		amulet/amulet	amulet/amulet	amulet/amulet			
855	arctic_horn		bow/hellclap	bow/hellclap	bow/hellclap			
856	arctic_furs		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
857	arctic_binding		belt/light_belt	belt/light_belt	belt/light_belt			
858	arctic_mitts		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
859	arcannas_sign		amulet/amulet	amulet/amulet	amulet/amulet			
860	arcannas_deathwand		staff/war_staff	staff/war_staff	staff/war_staff			
861	arcannas_head		helmet/skull_cap	helmet/skull_cap	helmet/skull_cap			
862	arcannas_flesh		armor/light_plate	armor/light_plate	armor/light_plate			
863	natalyas_totem		helmet/wormskull	helmet/wormskull	helmet/wormskull			
864	natalyas_mark		h2h/natalyas_mark	h2h/natalyas_mark	h2h/natalyas_mark			
865	natalyas_shadow		armor/scale_mail	armor/scale_mail	armor/scale_mail			
866	natalyas_soul		boot/chain_boots	boot/chain_boots	boot/chain_boots			
867	aldurs_stony_gaze		pelt/antlers	pelt/antlers	pelt/antlers			
868	aldurs_deception		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
869	aldurs_rhythm		mace/bloodrise	mace/bloodrise	mace/bloodrise			
870	aldurs_advance		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
871	immortal_kings_will		helmet/avenger_guard	helmet/avenger_guard	helmet/avenger_guard			
872	immortal_kings_soul_cage		armor/victors_silk	armor/victors_silk	armor/victors_silk			
873	immortal_kings_detail		belt/girdle_h	belt/girdle_h	belt/girdle_h			
874	immortal_kings_forge		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
875	immortal_kings_pillar		boot/plate_boots	boot/plate_boots	boot/plate_boots			
876	immortal_kings_stone_crusher		hammer/maul	hammer/maul	hammer/maul			
877	tal_rashas_fine_spun_cloth		belt/belt_m	belt/belt_m	belt/belt_m			
878	tal_rashas_adjudication		amulet/amulet	amulet/amulet	amulet/amulet			
879	tal_rashas_lidless_eye		orb/dragon_stone	orb/dragon_stone	orb/dragon_stone			
880	tal_rashas_guardianship		armor/gothic_plate	armor/gothic_plate	armor/gothic_plate			
881	tal_rashas_horadric_crest		helmet/mask	helmet/mask	helmet/mask			
882	griswolds_valor		helmet/crown	helmet/crown	helmet/crown			
883	griswolds_heart		armor/corpsemourn	armor/corpsemourn	armor/corpsemourn			
884	griswolds_redemption		scepter/war_scepter	scepter/war_scepter	scepter/war_scepter			
885	griswolds_honor		shield/crown_shield	shield/crown_shield	shield/crown_shield			
886	trang_ouls_guise		helmet/wormskull	helmet/wormskull	helmet/wormskull			
887	trang_ouls_scales		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
888	trang_ouls_wing		voodoo_head/gargoyle_head	voodoo_head/gargoyle_head	voodoo_head/gargoyle_head			
889	trang_ouls_claws		glove/bracers_m	glove/bracers_m	glove/bracers_m			
890	trang_ouls_girth		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
891	mavinas_true_sight		circlet/diadem	circlet/diadem	circlet/diadem			
892	mavinas_embrace		armor/field_plate	armor/field_plate	armor/field_plate			
893	mavinas_icy_clutch		glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets			
894	mavinas_tenet		belt/light_belt	belt/light_belt	belt/light_belt			
895	mavinas_caster		bow/reflex_bow	bow/reflex_bow	bow/reflex_bow			
896	telling_of_beads		amulet/amulet	amulet/amulet	amulet/amulet			
897	laying_of_hands		glove/gloves_l	glove/gloves_l	glove/gloves_l			
898	rite_of_passage		boot/leather_boots	boot/leather_boots	boot/leather_boots			
899	dark_adherent		armor/quilted_armor	armor/quilted_armor	armor/quilted_armor			
900	credendum		belt/belt_m	belt/belt_m	belt/belt_m			
901	dangoons_teaching		mace/dangoons_teaching	mace/dangoons_teaching	mace/dangoons_teaching			
902	taebaeks_glory		shield/heavens_taebaek	shield/heavens_taebaek	shield/heavens_taebaek			
903	haemosus_adamant		armor/haemosus_adament	armor/haemosus_adament	armor/haemosus_adament			
904	ondals_almighty		helmet/ondals_almighty	helmet/ondals_almighty	helmet/ondals_almighty			
905	guillaumes_face		helmet/great_helm	helmet/great_helm	helmet/great_helm			
906	wilhelms_pride		belt/heavy_belt	belt/heavy_belt	belt/heavy_belt			
907	magnus_skin		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
908	Whitstans_guard		shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle			
909	hwanins_splendor		helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves			
910	hwanins_refuge		armor/scale_mail	armor/scale_mail	armor/scale_mail			
911	hwanins_blessing		belt/belt_m	belt/belt_m	belt/belt_m			
912	hwanins_justice		polearm/voulge	polearm/voulge	polearm/voulge			
913	sazabis_cobalt_redeemer		sword/hellplague	sword/hellplague	sword/hellplague			
914	sazabis_ghost_liberator		armor/splint_mail	armor/splint_mail	armor/splint_mail			
915	sazabis_mental_sheath		helmet/duskdeep	helmet/duskdeep	helmet/duskdeep			
916	bul_kathos_sacred_charge		sword/the_patriarch	sword/the_patriarch	sword/the_patriarch			
917	bul_kathos_tribal_guardian		sword/war_sword	sword/war_sword	sword/war_sword			
918	cow_kings_horns		helmet/cap_hat	helmet/cap_hat	helmet/cap_hat			
919	cow_kings_hide		armor/studded_leather	armor/studded_leather	armor/studded_leather			
920	cow_kings_hooves		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
921	najs_puzzler		staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire			
922	najs_light_plate		armor/plate_mail	armor/plate_mail	armor/plate_mail			
923	najs_circlet		circlet/circlet	circlet/circlet	circlet/circlet			
924	sanders_paragon		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
925	sanders_riprap		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
926	sanders_taboo		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
927	sanders_superstition		wand/gravenspine	wand/gravenspine	wand/gravenspine			
928	mc_auleys_paragon		helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet			
929	mc_auleys_riprap		boot/heavy_boots	boot/heavy_boots	boot/heavy_boots			
930	mc_auleys_taboo		glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves			
931	mc_auleys_superstition		wand/gravenspine	wand/gravenspine	wand/gravenspine			
932	horazons_secrets		grimoires/ars_torbaalos	grimoires/ars_torbaalos	grimoires/ars_torbaalos			
933	horazons_legacy		boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots			
934	horazons_hold		glove/gloves_l	glove/gloves_l	glove/gloves_l			
935	horazons_dominion		armor/splint_mail	armor/splint_mail	armor/splint_mail			
936	horazons_countenance		helmet/horazons_countenance	helmet/horazons_countenance	helmet/horazons_countenance			
937	banes_oathmaker		knife/banes_spire	knife/banes_spire	knife/banes_spire			
938	banes_wraithskin		armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor			
939	banes_authority		belt/light_belt	belt/light_belt	belt/light_belt			
940	warlords_conquest		glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h			
941	warlords_lust		helmet/great_helm	helmet/great_helm	helmet/great_helm			
942	warlords_mantle		armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail			
943	warlords_crushers		boot/plate_boots	boot/plate_boots	boot/plate_boots			
944	warlords_authority		belt/girdle_h	belt/girdle_h	belt/girdle_h			
945	the_gnasher					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
946	deathspade					axe/deathspade	axe/deathspade	axe/deathspade
947	bladebone					axe/double_axe	axe/double_axe	axe/double_axe
948	skull_splitter					axe/mindrend	axe/mindrend	axe/mindrend
949	rakescar					axe/war_axe	axe/war_axe	axe/war_axe
950	axe_of_fechmar					axe/large_axe	axe/large_axe	axe/large_axe
951	goreshovel					axe/broad_axe	axe/broad_axe	axe/broad_axe
952	the_chieftain					axe/the_chieftan	axe/the_chieftan	axe/the_chieftan
953	brainhew					axe/brainhew	axe/brainhew	axe/brainhew
954	humongous					axe/giant_axe	axe/the_minataur	axe/giant_axe
955	torch_of_iro					wand/iros_torch	wand/iros_torch	wand/iros_torch
956	maelstrom					wand/yew_wand	wand/yew_wand	wand/yew_wand
957	gravenspine					wand/gravenspine	wand/gravenspine	wand/gravenspine
958	umes_lament					wand/grim_wand	wand/blackhand_key	wand/grim_wand
959	felloak					club/felloak	club/felloak	club/felloak
960	knell_striker					scepter/scepter	scepter/scepter	scepter/scepter
961	rusthandle					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
962	stormeye					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
963	stoutnail					club/stoutnail	club/stoutnail	club/stoutnail
964	crushflange					mace/mace	mace/mace	mace/mace
965	bloodrise					mace/bloodrise	mace/bloodrise	mace/bloodrise
966	the_generals_tan_do_li_ga					mace/flail	mace/flail	mace/flail
967	ironstone					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
968	bonesnap					hammer/bonesob	hammer/bonesob	hammer/bonesob
969	steeldriver					hammer/great_maul	hammer/great_maul	hammer/great_maul
970	rixots_keen					sword/short_sword	sword/short_sword	sword/short_sword
971	blood_crescent					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
972	skewer_of_krintiz					sword/krintizs_skewer	sword/krintizs_skewer	sword/krintizs_skewer
973	gleamscythe					sword/gleamscythe	sword/gleamscythe	sword/gleamscythe
974	griswolds_edge					sword/griswolds_edge	sword/griswolds_edge	sword/griswolds_edge
975	hellplague					sword/hellplague	sword/hellplague	sword/hellplague
976	culwens_point					sword/war_sword	sword/war_sword	sword/war_sword
977	shadowfang					sword/shadowfang	sword/shadowfang	sword/shadowfang
978	soulflay					sword/claymore	sword/claymore	sword/claymore
979	kinemils_awl					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
980	blacktongue					sword/blacktongue	sword/blacktongue	sword/blacktongue
981	ripsaw					sword/flamberge	sword/todesfaelle_flamme	sword/flamberge
982	the_patriarch					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
983	gull					knife/dagger	knife/dagger	knife/dagger
984	the_diggler					knife/dirk	knife/dirk	knife/dirk
985	the_jade_tan_do					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
986	spectral_shard					knife/blade	knife/stormspike	knife/blade
987	the_dragon_chang					spear/spear	spear/spear	spear/spear
988	razortine					spear/razortine	spear/razortine	spear/razortine
989	bloodthief					spear/brandistock	spear/soulfeast_tine	spear/brandistock
990	lance_of_yaggai					spear/spetum	spear/spetum	spear/spetum
991	the_tannr_gorerod					spear/pike	spear/pike	spear/pike
992	dimoaks_hew					polearm/bardiche	polearm/bardiche	polearm/bardiche
993	steelgoad					polearm/voulge	polearm/voulge	polearm/voulge
994	soul_harvest					polearm/soul_harvest	polearm/soul_harvest	polearm/soul_harvest
995	the_battlebranch					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
996	woestave					polearm/halberd	polearm/halberd	polearm/halberd
997	the_grim_reaper					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
998	bane_ash					staff/short_staff	staff/short_staff	staff/short_staff
999	serpent_lord_1					staff/long_staff	staff/long_staff	staff/long_staff
1000	spire_of_lazarus					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1001	the_salamander					staff/battle_staff	staff/battle_staff	staff/battle_staff
1002	the_iron_jang_bong					staff/war_staff	staff/skullcollector	staff/war_staff
1003	pluckeye					bow/short_bow	bow/short_bow	bow/short_bow
1004	witherstring					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1005	raven_claw					bow/long_bow	bow/kuko_shakaku	bow/long_bow
1006	rogues_bow					bow/piercerib	bow/piercerib	bow/piercerib
1007	stormstrike					bow/pullspite	bow/pullspite	bow/pullspite
1008	wizendraw					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1009	hellclap					bow/hellclap	bow/hellclap	bow/hellclap
1010	blastbark					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1011	leadcrow					bow/leadcrow	bow/leadcrow	bow/leadcrow
1012	ichorsting					bow/ichorsting	bow/ichorsting	bow/ichorsting
1013	hellcast					bow/hellcast	bow/hellcast	bow/hellcast
1014	doomslinger					bow/doomspittle	bow/doomspittle	bow/doomspittle
1015	biggins_bonnet					helmet/war_bonnet	helmet/war_bonnet	helmet/war_bonnet
1016	tarnhelm					helmet/skull_cap	helmet/rockstopper	helmet/skull_cap
1017	coif_of_glory					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1018	duskdeep					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1019	wormskull					helmet/wormskull	helmet/wormskull	helmet/wormskull
1020	howltusk					helmet/great_helm	helmet/great_helm	helmet/great_helm
1021	undead_crown					helmet/crown	helmet/crown_of_thieves	helmet/crown
1022	the_face_of_horror					helmet/mask	helmet/mask	helmet/mask
1023	greyform					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1024	blinkbats_form					armor/leather_armor	armor/leather_armor	armor/leather_armor
1025	the_centurion					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
1026	twitchthroe					armor/studded_leather	armor/ironpelt	armor/studded_leather
1027	darkglow					armor/ring_mail	armor/ring_mail	armor/ring_mail
1028	hawkmail					armor/scale_mail	armor/scale_mail	armor/scale_mail
1029	sparking_mail					armor/chain_mail	armor/chain_mail	armor/chain_mail
1030	venom_ward					armor/breast_plate	armor/breast_plate	armor/breast_plate
1031	iceblink					armor/splint_mail	armor/splint_mail	armor/splint_mail
1032	boneflesh					armor/plate_mail	armor/plate_mail	armor/plate_mail
1033	rockfleece					armor/field_plate	armor/field_plate	armor/field_plate
1034	rattlecage					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1035	goldskin					armor/goldskin	armor/goldskin	armor/goldskin
1036	silks_of_the_victor					armor/victors_silk	armor/victors_silk	armor/victors_silk
1037	heavenly_garb					armor/light_plate	armor/light_plate	armor/light_plate
1038	pelta_lunata					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1039	umbral_disk					shield/umbral_disk	shield/umbral_disk	shield/umbral_disk
1040	stormguild					shield/stormguild	shield/stormguild	shield/stormguild
1041	wall_of_the_eyeless					shield/wall_of_the_eyeless	shield/wall_of_the_eyeless	shield/wall_of_the_eyeless
1042	swordback_hold					shield/swordback_hold	shield/swordback_hold	shield/swordback_hold
1043	steelclash					shield/steelclash	shield/steelclash	shield/steelclash
1044	bverrit_keep					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1045	the_ward					shield/the_ward	shield/the_ward	shield/the_ward
1046	the_hand_of_broc					glove/gloves_l	glove/gloves_l	glove/gloves_l
1047	bloodfist					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1048	chance_guards					glove/bracers_m	glove/bracers_m	glove/bracers_m
1049	magefist					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1050	frostburn					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1051	hotspur					boot/leather_boots	boot/leather_boots	boot/leather_boots
1052	gorefoot					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1053	treads_of_cthon					boot/chain_boots	boot/chain_boots	boot/chain_boots
1054	goblin_toe					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1055	tearhaunch					boot/plate_boots	boot/plate_boots	boot/plate_boots
1056	lenymo					belt/sash_l	belt/sash_l	belt/sash_l
1057	snakecord					belt/light_belt	belt/light_belt	belt/light_belt
1058	nightsmoke					belt/belt_m	belt/belt_m	belt/belt_m
1059	goldwrap					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1060	bladebuckle					belt/girdle_h	belt/girdle_h	belt/girdle_h
1061	amulet_of_the_viper					amulet/viper_amulet	amulet/viper_amulet	amulet/viper_amulet
1062	staff_of_kings					staff/staff_of_the_kings	staff/staff_of_the_kings	staff/staff_of_the_kings
1063	horadric_staff					staff/horadric_staff	staff/horadric_staff	staff/horadric_staff
1064	hell_forge_hammer					hammer/hellforge_hammer	hammer/hellforge_hammer	hammer/hellforge_hammer
1065	khalim_flail					mace/khalim_flail	mace/khalim_flail	mace/khalim_flail
1066	super_khalim_flail					mace/super_khalim_flail	mace/super_khalim_flail	mace/super_khalim_flail
1067	coldkill					axe/the_gnasher	axe/the_gnasher	axe/the_gnasher
1068	butchers_pupil					axe/deathspade	axe/deathspade	axe/deathspade
1069	islestrike					axe/double_axe	axe/double_axe	axe/double_axe
1070	pompeiis_wrath					axe/mindrend	axe/mindrend	axe/mindrend
1071	guardian_naga					axe/war_axe	axe/war_axe	axe/war_axe
1072	warlords_trust					axe/large_axe	axe/large_axe	axe/large_axe
1073	spellsteel					axe/broad_axe	axe/broad_axe	axe/broad_axe
1074	stormrider					axe/stormrider	axe/stormrider	axe/stormrider
1075	boneslayer_blade					axe/brainhew	axe/brainhew	axe/brainhew
1076	the_minotaur_1					axe/the_minataur	axe/the_minataur	axe/the_minataur
1077	suicide_branch					wand/wand	wand/wand	wand/wand
1078	carin_shard					wand/yew_wand	wand/yew_wand	wand/yew_wand
1079	arm_of_king_leoric					wand/gravenspine	wand/gravenspine	wand/gravenspine
1080	blackhand_key					wand/blackhand_key	wand/blackhand_key	wand/blackhand_key
1081	dark_clan_crusher					club/felloak	club/felloak	club/felloak
1082	zakarums_hand					scepter/scepter	scepter/scepter	scepter/scepter
1083	the_fetid_sprinkler					scepter/grand_scepter	scepter/grand_scepter	scepter/grand_scepter
1084	hand_of_blessed_light					scepter/war_scepter	scepter/war_scepter	scepter/war_scepter
1085	fleshrender					club/stoutnail	club/stoutnail	club/stoutnail
1086	sureshrill_frost					mace/mace	mace/mace	mace/mace
1087	moonfall					mace/bloodrise	mace/bloodrise	mace/bloodrise
1088	baezils_vortex					mace/flail	mace/flail	mace/flail
1089	earthshaker					hammer/war_hammer	hammer/war_hammer	hammer/war_hammer
1090	bloodtree_stump					hammer/maul	hammer/maul	hammer/maul
1091	the_gavel_of_pain					hammer/the_gavel_of_pain	hammer/the_gavel_of_pain	hammer/the_gavel_of_pain
1092	bloodletter					sword/short_sword	sword/short_sword	sword/short_sword
1093	coldsteel_eye					sword/blood_crescent	sword/blood_crescent	sword/blood_crescent
1094	hexfire					sword/hexfire	sword/hexfire	sword/hexfire
1095	blade_of_ali_baba					sword/falchion	sword/falchion	sword/falchion
1096	ginthers_rift					sword/ginthers_rift	sword/ginthers_rift	sword/ginthers_rift
1097	headstriker					sword/broad_sword	sword/broad_sword	sword/broad_sword
1098	plague_bearer					sword/plague_bearer	sword/plague_bearer	sword/plague_bearer
1099	the_atlantean_1					sword/war_sword	sword/war_sword	sword/war_sword
1100	crainte_vomir					sword/shadowfang	sword/shadowfang	sword/shadowfang
1101	bing_sz_wang					sword/claymore	sword/claymore	sword/claymore
1102	the_vile_husk					sword/kinemils_awl	sword/kinemils_awl	sword/kinemils_awl
1103	cloudcrack					sword/blacktongue	sword/blacktongue	sword/blacktongue
1104	todesfaelle_flamme					sword/todesfaelle_flamme	sword/todesfaelle_flamme	sword/todesfaelle_flamme
1105	swordguard					sword/the_patriarch	sword/the_patriarch	sword/the_patriarch
1106	spineripper					knife/dagger	knife/dagger	knife/dagger
1107	heart_carver					knife/dirk	knife/dirk	knife/dirk
1108	blackbogs_sharp					knife/the_jade_tan_do	knife/the_jade_tan_do	knife/the_jade_tan_do
1109	stormspike					knife/stormspike	knife/stormspike	knife/stormspike
1110	the_impaler					spear/spear	spear/spear	spear/spear
1111	kelpie_snare					spear/razortine	spear/razortine	spear/razortine
1112	soulfeast_tine					spear/soulfeast_tine	spear/soulfeast_tine	spear/soulfeast_tine
1113	hone_sundan					spear/spetum	spear/spetum	spear/spetum
1114	spire_of_honor					spear/pike	spear/pike	spear/pike
1115	the_meat_scraper					polearm/bardiche	polearm/bardiche	polearm/bardiche
1116	blackleach_blade					polearm/voulge	polearm/voulge	polearm/voulge
1117	athenas_wrath					polearm/athenas_wrath	polearm/athenas_wrath	polearm/athenas_wrath
1118	pierre_tombale_couant					polearm/poleaxe	polearm/poleaxe	polearm/poleaxe
1119	husoldal_evo					polearm/halberd	polearm/halberd	polearm/halberd
1120	grims_burning_dead					polearm/war_scythe	polearm/war_scythe	polearm/war_scythe
1121	razorswitch					staff/short_staff	staff/short_staff	staff/short_staff
1122	ribcracker					staff/long_staff	staff/long_staff	staff/long_staff
1123	chromatic_ire					staff/lazarus_spire	staff/lazarus_spire	staff/lazarus_spire
1124	warpspear					staff/battle_staff	staff/battle_staff	staff/battle_staff
1125	skull_collector					staff/skullcollector	staff/skullcollector	staff/skullcollector
1126	skystrike					bow/short_bow	bow/short_bow	bow/short_bow
1127	riphook					bow/hunters_bow	bow/hunters_bow	bow/hunters_bow
1128	kuko_shakaku					bow/kuko_shakaku	bow/kuko_shakaku	bow/kuko_shakaku
1129	endlesshail					bow/piercerib	bow/piercerib	bow/piercerib
1130	witchwild_string					bow/whichwild_string	bow/whichwild_string	bow/whichwild_string
1131	cliffkiller					bow/long_battle_bow	bow/long_battle_bow	bow/long_battle_bow
1132	magewrath					bow/hellclap	bow/hellclap	bow/hellclap
1133	goldstrike_arch					bow/long_war_bow	bow/long_war_bow	bow/long_war_bow
1134	langer_briser					bow/langer_briser	bow/langer_briser	bow/langer_briser
1135	pus_spitter					bow/pus_spiter	bow/pus_spiter	bow/pus_spiter
1136	buriza_do_kyanon					bow/hellcast	bow/hellcast	bow/hellcast
1137	demon_machine					bow/doomspittle	bow/doomspittle	bow/doomspittle
1138	peasant_crown					helmet/cap_hat	helmet/cap_hat	helmet/cap_hat
1139	rockstopper					helmet/rockstopper	helmet/rockstopper	helmet/rockstopper
1140	stealskull					helmet/coif_of_glory	helmet/coif_of_glory	helmet/coif_of_glory
1141	darksight_helm					helmet/duskdeep	helmet/duskdeep	helmet/duskdeep
1142	valkyrie_wing					helmet/great_helm	helmet/great_helm	helmet/great_helm
1143	crown_of_thieves					helmet/crown_of_thieves	helmet/crown_of_thieves	helmet/crown_of_thieves
1144	blackhorns_face					helmet/mask	helmet/mask	helmet/mask
1145	vampire_gaze					helmet/wormskull	helmet/wormskull	helmet/wormskull
1146	the_spirit_shroud					armor/quilted_armor	armor/quilted_armor	armor/quilted_armor
1147	skin_of_the_vipermagi					armor/leather_armor	armor/leather_armor	armor/leather_armor
1148	skin_of_the_flayed_one_1					armor/hard_leather_armor	armor/hard_leather_armor	armor/hard_leather_armor
1149	iron_pelt					armor/ironpelt	armor/ironpelt	armor/ironpelt
1150	spirit_forge					armor/ring_mail	armor/ring_mail	armor/ring_mail
1151	crow_caw					armor/scale_mail	armor/scale_mail	armor/scale_mail
1152	shaftstop					armor/chain_mail	armor/chain_mail	armor/chain_mail
1153	duriels_shell					armor/breast_plate	armor/breast_plate	armor/breast_plate
1154	skullders_ire					armor/splint_mail	armor/splint_mail	armor/splint_mail
1155	guardian_angel					armor/plate_mail	armor/plate_mail	armor/plate_mail
1156	toothrow					armor/field_plate	armor/field_plate	armor/field_plate
1157	atmas_wail					armor/gothic_plate	armor/gothic_plate	armor/gothic_plate
1158	black_hades					armor/full_plate_mail	armor/full_plate_mail	armor/full_plate_mail
1159	corpsemourn					armor/corpsemourn	armor/corpsemourn	armor/corpsemourn
1160	que_hegans_wisdom_1					armor/light_plate	armor/light_plate	armor/light_plate
1161	visceratuant					shield/pelta_lunata	shield/pelta_lunata	shield/pelta_lunata
1162	mosers_blessed_circle_1					shield/mosers_blessed_circle	shield/mosers_blessed_circle	shield/mosers_blessed_circle
1163	stormchaser					shield/stormchaser	shield/stormchaser	shield/stormchaser
1164	tiamats_rebuke					shield/steelclash	shield/steelclash	shield/steelclash
1165	gerkes_sanctuary_1					shield/bverrit_keep	shield/bverrit_keep	shield/bverrit_keep
1166	radaments_sphere					shield/the_ward	shield/the_ward	shield/the_ward
1167	lidless_wall					shield/lidless_wall	shield/lidless_wall	shield/lidless_wall
1168	lance_guard					shield/lance_guard	shield/lance_guard	shield/lance_guard
1169	venom_grip					glove/gloves_l	glove/gloves_l	glove/gloves_l
1170	gravepalm					glove/heavy_gloves	glove/heavy_gloves	glove/heavy_gloves
1171	ghoulhide					glove/bracers_m	glove/bracers_m	glove/bracers_m
1172	lava_gout					glove/light_gauntlets	glove/light_gauntlets	glove/light_gauntlets
1173	hellmouth					glove/gaunlets_h	glove/gaunlets_h	glove/gaunlets_h
1174	infernostride					boot/leather_boots	boot/leather_boots	boot/leather_boots
1175	waterwalk					boot/heavy_boots	boot/heavy_boots	boot/heavy_boots
1176	silkweave					boot/chain_boots	boot/chain_boots	boot/chain_boots
1177	war_traveler					boot/light_plate_boots	boot/light_plate_boots	boot/light_plate_boots
1178	gore_rider					boot/plate_boots	boot/plate_boots	boot/plate_boots
1179	string_of_ears					belt/sash_l	belt/sash_l	belt/sash_l
1180	razortail					belt/light_belt	belt/light_belt	belt/light_belt
1181	glooms_trap					belt/belt_m	belt/belt_m	belt/belt_m
1182	snowclash					belt/heavy_belt	belt/heavy_belt	belt/heavy_belt
1183	thundergods_vigor					belt/girdle_h	belt/girdle_h	belt/girdle_h
